timestamp,complaint_type,borough,status
12/28/2015 08:15:19 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 08:14:51 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 08:12:52 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 08:05:24 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 08:04:45 PM,Illegal Parking,QUEENS,Closed
12/28/2015 08:04:03 PM,Noise - Street/Sidewalk,BRONX,Closed
12/28/2015 08:01:15 PM,Noise - Street/Sidewalk,QUEENS,Closed
12/28/2015 07:55:21 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 07:54:11 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 07:52:24 PM,Noise - Commercial,MANHATTAN,Closed
12/28/2015 07:52:19 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 07:52:00 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 07:51:50 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 07:48:42 PM,Illegal Parking,QUEENS,Closed
12/28/2015 07:47:02 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 07:45:21 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 07:42:35 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 07:41:47 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 07:40:28 PM,Blocked Driveway,BRONX,Closed
12/28/2015 07:40:25 PM,Traffic,BROOKLYN,Closed
12/28/2015 07:39:39 PM,Illegal Parking,BRONX,Closed
12/28/2015 07:39:28 PM,Blocked Driveway,BRONX,Closed
12/28/2015 07:39:07 PM,Illegal Parking,BRONX,Closed
12/28/2015 07:38:01 PM,Illegal Parking,QUEENS,Closed
12/28/2015 07:37:10 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 07:37:06 PM,Derelict Vehicle,BROOKLYN,Closed
12/28/2015 07:37:04 PM,Blocked Driveway,BRONX,Closed
12/28/2015 07:36:26 PM,Derelict Vehicle,BROOKLYN,Closed
12/28/2015 07:34:29 PM,Illegal Parking,BRONX,Closed
12/28/2015 07:33:28 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 07:32:59 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 07:32:10 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 07:29:48 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 07:26:59 PM,Illegal Parking,BRONX,Closed
12/28/2015 07:22:45 PM,Noise - Commercial,QUEENS,Closed
12/28/2015 07:22:16 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 07:20:13 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 07:19:26 PM,Derelict Vehicle,BRONX,Closed
12/28/2015 07:18:41 PM,Animal Abuse,BROOKLYN,Closed
12/28/2015 07:16:50 PM,Animal Abuse,QUEENS,Closed
12/28/2015 07:15:47 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 07:15:11 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 07:15:08 PM,Blocked Driveway,BRONX,Closed
12/28/2015 07:15:04 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 07:14:57 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 07:11:57 PM,Traffic,QUEENS,Closed
12/28/2015 07:11:39 PM,Illegal Parking,QUEENS,Closed
12/28/2015 07:10:22 PM,Blocked Driveway,BRONX,Closed
12/28/2015 07:09:41 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 07:08:39 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 07:04:39 PM,Noise - Commercial,BROOKLYN,Closed
12/28/2015 07:01:47 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 07:01:34 PM,Noise - Commercial,MANHATTAN,Closed
12/28/2015 07:01:02 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 06:58:45 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 06:57:16 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 06:55:35 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 06:54:01 PM,Blocked Driveway,BRONX,Closed
12/28/2015 06:49:27 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 06:49:14 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 06:48:09 PM,Noise - Commercial,MANHATTAN,Closed
12/28/2015 06:47:50 PM,Noise - Street/Sidewalk,BRONX,Closed
12/28/2015 06:47:46 PM,Noise - Commercial,BROOKLYN,Closed
12/28/2015 06:47:11 PM,Blocked Driveway,STATEN ISLAND,Closed
12/28/2015 06:46:17 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 06:46:02 PM,Animal Abuse,QUEENS,Closed
12/28/2015 06:45:57 PM,Noise - Commercial,BROOKLYN,Closed
12/28/2015 06:44:37 PM,Derelict Vehicle,BROOKLYN,Closed
12/28/2015 06:44:23 PM,Noise - Commercial,BROOKLYN,Closed
12/28/2015 06:44:08 PM,Noise - Vehicle,MANHATTAN,Closed
12/28/2015 06:43:40 PM,Vending,QUEENS,Closed
12/28/2015 06:43:37 PM,Noise - Commercial,BROOKLYN,Closed
12/28/2015 06:42:36 PM,Illegal Parking,QUEENS,Closed
12/28/2015 06:42:25 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 06:40:22 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 06:39:41 PM,Illegal Parking,QUEENS,Closed
12/28/2015 06:37:16 PM,Noise - Street/Sidewalk,BRONX,Closed
12/28/2015 06:36:45 PM,Blocked Driveway,BRONX,Closed
12/28/2015 06:35:54 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 06:34:15 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 06:32:05 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 06:31:40 PM,Derelict Vehicle,BROOKLYN,Closed
12/28/2015 06:31:29 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 06:30:41 PM,Animal Abuse,QUEENS,Closed
12/28/2015 06:29:16 PM,Derelict Vehicle,BRONX,Closed
12/28/2015 06:26:32 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 06:23:31 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 06:22:45 PM,Illegal Parking,QUEENS,Closed
12/28/2015 06:22:18 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 06:21:51 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 06:21:19 PM,Illegal Parking,QUEENS,Closed
12/28/2015 06:20:44 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 06:20:00 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 06:18:53 PM,Illegal Parking,QUEENS,Closed
12/28/2015 06:18:50 PM,Blocked Driveway,BRONX,Closed
12/28/2015 06:18:39 PM,Illegal Parking,QUEENS,Closed
12/28/2015 06:18:36 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 06:17:48 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 06:15:34 PM,Animal Abuse,BROOKLYN,Closed
12/28/2015 06:15:33 PM,Illegal Parking,QUEENS,Closed
12/28/2015 06:12:36 PM,Noise - Vehicle,BROOKLYN,Closed
12/28/2015 06:12:34 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 06:10:20 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 06:06:23 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 06:05:44 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 06:04:51 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 06:01:51 PM,Homeless Encampment,MANHATTAN,Closed
12/28/2015 06:01:47 PM,Noise - Street/Sidewalk,BRONX,Closed
12/28/2015 05:59:38 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 05:58:02 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 05:54:02 PM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/28/2015 05:52:30 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 05:50:40 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 05:50:20 PM,Blocked Driveway,BRONX,Closed
12/28/2015 05:49:27 PM,Animal Abuse,QUEENS,Closed
12/28/2015 05:48:19 PM,Illegal Parking,QUEENS,Closed
12/28/2015 05:45:42 PM,Illegal Parking,QUEENS,Closed
12/28/2015 05:44:58 PM,Animal Abuse,STATEN ISLAND,Closed
12/28/2015 05:36:31 PM,Noise - Commercial,BRONX,Closed
12/28/2015 05:35:24 PM,Illegal Parking,QUEENS,Closed
12/28/2015 05:31:47 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 05:30:26 PM,Noise - Street/Sidewalk,BRONX,Closed
12/28/2015 05:29:21 PM,Animal Abuse,BROOKLYN,Closed
12/28/2015 05:28:11 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 05:20:32 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 05:19:54 PM,Blocked Driveway,BRONX,Closed
12/28/2015 05:16:16 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 05:13:43 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 05:13:14 PM,Animal Abuse,QUEENS,Closed
12/28/2015 05:12:44 PM,Illegal Parking,QUEENS,Closed
12/28/2015 05:09:29 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 05:08:21 PM,Illegal Parking,QUEENS,Closed
12/28/2015 05:06:51 PM,Illegal Parking,QUEENS,Closed
12/28/2015 05:00:56 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 04:56:59 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 04:56:22 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 04:54:18 PM,Blocked Driveway,BRONX,Closed
12/28/2015 04:53:40 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 04:52:59 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 04:52:20 PM,Illegal Parking,QUEENS,Closed
12/28/2015 04:50:55 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 04:50:54 PM,Derelict Vehicle,BROOKLYN,Closed
12/28/2015 04:48:30 PM,Illegal Parking,STATEN ISLAND,Closed
12/28/2015 04:47:16 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 04:43:46 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 04:43:45 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 04:43:17 PM,Illegal Parking,STATEN ISLAND,Closed
12/28/2015 04:42:58 PM,Vending,BROOKLYN,Closed
12/28/2015 04:40:23 PM,Illegal Parking,STATEN ISLAND,Closed
12/28/2015 04:39:49 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 04:39:26 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 04:32:54 PM,Animal Abuse,QUEENS,Closed
12/28/2015 04:30:24 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 04:30:01 PM,Illegal Parking,STATEN ISLAND,Closed
12/28/2015 04:29:47 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 04:27:05 PM,Illegal Parking,QUEENS,Closed
12/28/2015 04:26:02 PM,Derelict Vehicle,BROOKLYN,Closed
12/28/2015 04:23:47 PM,Animal Abuse,STATEN ISLAND,Closed
12/28/2015 04:20:52 PM,Animal Abuse,BRONX,Closed
12/28/2015 04:16:36 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 04:16:35 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 04:14:54 PM,Derelict Vehicle,STATEN ISLAND,Closed
12/28/2015 04:12:38 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 04:06:12 PM,Illegal Parking,QUEENS,Closed
12/28/2015 04:01:51 PM,Homeless Encampment,STATEN ISLAND,Closed
12/28/2015 03:58:56 PM,Illegal Parking,QUEENS,Closed
12/28/2015 03:58:36 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 03:58:22 PM,Illegal Parking,QUEENS,Closed
12/28/2015 03:57:43 PM,Illegal Parking,QUEENS,Closed
12/28/2015 03:55:33 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 03:55:32 PM,Noise - Vehicle,MANHATTAN,Closed
12/28/2015 03:52:15 PM,Derelict Vehicle,STATEN ISLAND,Closed
12/28/2015 03:52:09 PM,Illegal Parking,QUEENS,Closed
12/28/2015 03:51:33 PM,Illegal Parking,QUEENS,Closed
12/28/2015 03:50:26 PM,Illegal Parking,STATEN ISLAND,Closed
12/28/2015 03:48:42 PM,Illegal Parking,QUEENS,Closed
12/28/2015 03:45:11 PM,Illegal Parking,BRONX,Closed
12/28/2015 03:44:02 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 03:43:34 PM,Illegal Parking,BRONX,Closed
12/28/2015 03:42:58 PM,Illegal Parking,STATEN ISLAND,Closed
12/28/2015 03:41:16 PM,Derelict Vehicle,BROOKLYN,Closed
12/28/2015 03:38:25 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 03:37:54 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 03:37:29 PM,Illegal Parking,QUEENS,Closed
12/28/2015 03:35:03 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 03:33:50 PM,Illegal Parking,QUEENS,Closed
12/28/2015 03:29:15 PM,Illegal Parking,QUEENS,Closed
12/28/2015 03:28:24 PM,Illegal Parking,BRONX,Closed
12/28/2015 03:27:10 PM,Illegal Parking,QUEENS,Closed
12/28/2015 03:26:43 PM,Noise - Street/Sidewalk,Unspecified,Open
12/28/2015 03:26:36 PM,Illegal Parking,QUEENS,Closed
12/28/2015 03:24:48 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 03:22:58 PM,Illegal Parking,BRONX,Closed
12/28/2015 03:21:04 PM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/28/2015 03:20:54 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 03:20:25 PM,Noise - Commercial,MANHATTAN,Closed
12/28/2015 03:18:08 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 03:14:57 PM,Noise - Commercial,MANHATTAN,Closed
12/28/2015 03:11:41 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 03:10:54 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 03:08:55 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 03:08:21 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 03:06:21 PM,Homeless Encampment,MANHATTAN,Closed
12/28/2015 03:05:41 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 03:04:48 PM,Homeless Encampment,MANHATTAN,Closed
12/28/2015 03:01:59 PM,Noise - Commercial,BROOKLYN,Closed
12/28/2015 02:58:03 PM,Noise - Vehicle,BROOKLYN,Closed
12/28/2015 02:57:38 PM,Blocked Driveway,BRONX,Closed
12/28/2015 02:56:51 PM,Illegal Parking,QUEENS,Closed
12/28/2015 02:56:10 PM,Illegal Parking,QUEENS,Closed
12/28/2015 02:54:38 PM,Illegal Parking,QUEENS,Closed
12/28/2015 02:53:51 PM,Animal Abuse,QUEENS,Closed
12/28/2015 02:53:47 PM,Illegal Parking,QUEENS,Closed
12/28/2015 02:52:30 PM,Illegal Parking,QUEENS,Closed
12/28/2015 02:52:11 PM,Blocked Driveway,BRONX,Closed
12/28/2015 02:51:55 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 02:49:18 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 02:47:24 PM,Derelict Vehicle,BROOKLYN,Closed
12/28/2015 02:46:27 PM,Noise - Commercial,MANHATTAN,Closed
12/28/2015 02:44:30 PM,Animal Abuse,QUEENS,Closed
12/28/2015 02:43:46 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 02:39:03 PM,Illegal Parking,QUEENS,Closed
12/28/2015 02:38:47 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 02:36:59 PM,Vending,QUEENS,Closed
12/28/2015 02:34:53 PM,Vending,MANHATTAN,Closed
12/28/2015 02:34:49 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 02:33:42 PM,Blocked Driveway,STATEN ISLAND,Closed
12/28/2015 02:31:31 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 02:31:29 PM,Noise - Vehicle,QUEENS,Closed
12/28/2015 02:31:20 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 02:30:17 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 02:29:57 PM,Vending,QUEENS,Closed
12/28/2015 02:29:55 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 02:29:55 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 02:19:59 PM,Animal Abuse,MANHATTAN,Closed
12/28/2015 02:18:25 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 02:18:20 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 02:09:32 PM,Noise - Street/Sidewalk,QUEENS,Closed
12/28/2015 02:07:31 PM,Illegal Parking,QUEENS,Closed
12/28/2015 02:07:01 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 02:06:03 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 02:05:17 PM,Derelict Vehicle,BRONX,Closed
12/28/2015 02:05:00 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 02:04:57 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 02:04:07 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 02:03:20 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 02:02:29 PM,Derelict Vehicle,BROOKLYN,Closed
12/28/2015 02:00:57 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 01:59:02 PM,Vending,MANHATTAN,Closed
12/28/2015 01:58:49 PM,Derelict Vehicle,STATEN ISLAND,Closed
12/28/2015 01:58:09 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 01:56:14 PM,Derelict Vehicle,STATEN ISLAND,Closed
12/28/2015 01:49:42 PM,Derelict Vehicle,BROOKLYN,Closed
12/28/2015 01:48:23 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 01:48:04 PM,Illegal Parking,BRONX,Closed
12/28/2015 01:46:23 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 01:45:58 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 01:41:28 PM,Illegal Parking,QUEENS,Closed
12/28/2015 01:40:14 PM,Illegal Parking,QUEENS,Closed
12/28/2015 01:40:09 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 01:37:43 PM,Derelict Vehicle,BROOKLYN,Closed
12/28/2015 01:36:00 PM,Derelict Vehicle,BROOKLYN,Closed
12/28/2015 01:31:05 PM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/28/2015 01:29:15 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 01:24:47 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 01:23:47 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 01:22:14 PM,Illegal Parking,QUEENS,Closed
12/28/2015 01:19:24 PM,Animal Abuse,MANHATTAN,Closed
12/28/2015 01:18:42 PM,Illegal Parking,BRONX,Closed
12/28/2015 01:16:25 PM,Illegal Parking,QUEENS,Closed
12/28/2015 01:16:16 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 01:15:55 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 01:14:59 PM,Illegal Parking,STATEN ISLAND,Closed
12/28/2015 01:14:23 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 01:13:23 PM,Derelict Vehicle,STATEN ISLAND,Closed
12/28/2015 01:12:56 PM,Illegal Parking,QUEENS,Closed
12/28/2015 01:12:11 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 01:12:08 PM,Animal Abuse,BROOKLYN,Closed
12/28/2015 01:11:27 PM,Illegal Parking,QUEENS,Closed
12/28/2015 01:08:10 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 01:07:07 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 01:06:28 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 01:05:46 PM,Noise - Street/Sidewalk,BROOKLYN,Closed
12/28/2015 01:04:59 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 01:00:46 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 12:59:21 PM,Illegal Parking,BRONX,Closed
12/28/2015 12:59:08 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 12:58:58 PM,Animal Abuse,QUEENS,Closed
12/28/2015 12:57:38 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 12:55:38 PM,Derelict Vehicle,BROOKLYN,Closed
12/28/2015 12:54:00 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 12:52:16 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 12:52:04 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 12:52:00 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 12:51:03 PM,Noise - Commercial,Unspecified,Closed
12/28/2015 12:50:24 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 12:50:08 PM,Illegal Parking,STATEN ISLAND,Closed
12/28/2015 12:45:15 PM,Noise - Commercial,MANHATTAN,Closed
12/28/2015 12:42:27 PM,Derelict Vehicle,BROOKLYN,Closed
12/28/2015 12:41:06 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 12:39:05 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 12:37:32 PM,Homeless Encampment,MANHATTAN,Closed
12/28/2015 12:36:08 PM,Animal Abuse,MANHATTAN,Closed
12/28/2015 12:34:14 PM,Illegal Parking,BRONX,Closed
12/28/2015 12:34:03 PM,Homeless Encampment,MANHATTAN,Closed
12/28/2015 12:33:03 PM,Illegal Parking,BRONX,Closed
12/28/2015 12:31:50 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 12:31:46 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 12:30:25 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 12:29:27 PM,Derelict Vehicle,QUEENS,Closed
12/28/2015 12:24:56 PM,Illegal Parking,STATEN ISLAND,Closed
12/28/2015 12:23:57 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 12:22:49 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 12:22:35 PM,Panhandling,MANHATTAN,Closed
12/28/2015 12:21:36 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 12:20:45 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 12:19:12 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 12:19:00 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 12:17:54 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 12:17:40 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 12:17:39 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 12:17:27 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 12:17:25 PM,Illegal Parking,BRONX,Closed
12/28/2015 12:14:13 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 12:11:09 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 12:09:27 PM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 12:06:36 PM,Illegal Parking,BRONX,Closed
12/28/2015 12:06:22 PM,Illegal Parking,QUEENS,Closed
12/28/2015 12:06:15 PM,Derelict Vehicle,BROOKLYN,Closed
12/28/2015 12:04:53 PM,Blocked Driveway,QUEENS,Closed
12/28/2015 12:01:50 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 12:01:30 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 12:00:04 PM,Illegal Parking,BROOKLYN,Closed
12/28/2015 12:00:04 PM,Illegal Parking,MANHATTAN,Closed
12/28/2015 11:58:29 AM,Noise - House of Worship,MANHATTAN,Closed
12/28/2015 11:56:11 AM,Illegal Parking,BROOKLYN,Closed
12/28/2015 11:55:41 AM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 11:55:15 AM,Illegal Parking,BROOKLYN,Closed
12/28/2015 11:52:43 AM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 11:52:38 AM,Homeless Encampment,MANHATTAN,Closed
12/28/2015 11:47:05 AM,Illegal Parking,BRONX,Closed
12/28/2015 11:46:54 AM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 11:46:16 AM,Blocked Driveway,BRONX,Closed
12/28/2015 11:46:06 AM,Illegal Parking,BROOKLYN,Closed
12/28/2015 11:44:45 AM,Noise - Commercial,MANHATTAN,Closed
12/28/2015 11:38:53 AM,Animal Abuse,BRONX,Closed
12/28/2015 11:34:55 AM,Illegal Parking,BROOKLYN,Closed
12/28/2015 11:33:33 AM,Noise - Vehicle,MANHATTAN,Closed
12/28/2015 11:30:27 AM,Blocked Driveway,BRONX,Closed
12/28/2015 11:30:15 AM,Derelict Vehicle,BROOKLYN,Closed
12/28/2015 11:26:23 AM,Illegal Parking,BROOKLYN,Closed
12/28/2015 11:22:09 AM,Blocked Driveway,STATEN ISLAND,Closed
12/28/2015 11:21:22 AM,Noise - Commercial,MANHATTAN,Closed
12/28/2015 11:20:38 AM,Derelict Vehicle,QUEENS,Closed
12/28/2015 11:19:48 AM,Illegal Parking,BROOKLYN,Closed
12/28/2015 11:17:45 AM,Noise - Vehicle,MANHATTAN,Closed
12/28/2015 11:17:18 AM,Illegal Parking,BROOKLYN,Closed
12/28/2015 11:16:31 AM,Blocked Driveway,BRONX,Closed
12/28/2015 11:16:00 AM,Noise - Commercial,BROOKLYN,Closed
12/28/2015 11:13:27 AM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 11:12:40 AM,Blocked Driveway,BRONX,Closed
12/28/2015 11:11:28 AM,Illegal Parking,BROOKLYN,Closed
12/28/2015 11:08:44 AM,Derelict Vehicle,BROOKLYN,Closed
12/28/2015 11:08:32 AM,Illegal Parking,STATEN ISLAND,Closed
12/28/2015 11:06:30 AM,Noise - Commercial,BRONX,Closed
12/28/2015 11:05:31 AM,Blocked Driveway,BRONX,Closed
12/28/2015 11:04:41 AM,Noise - Street/Sidewalk,QUEENS,Closed
12/28/2015 11:04:20 AM,Blocked Driveway,QUEENS,Closed
12/28/2015 11:04:14 AM,Illegal Parking,MANHATTAN,Closed
12/28/2015 11:03:00 AM,Illegal Parking,QUEENS,Closed
12/28/2015 11:00:59 AM,Illegal Parking,BROOKLYN,Closed
12/28/2015 11:00:41 AM,Illegal Parking,BROOKLYN,Closed
12/28/2015 11:00:35 AM,Noise - Commercial,QUEENS,Closed
12/28/2015 10:58:58 AM,Derelict Vehicle,QUEENS,Closed
12/28/2015 10:58:45 AM,Derelict Vehicle,QUEENS,Closed
12/28/2015 10:58:43 AM,Illegal Parking,BROOKLYN,Closed
12/28/2015 10:54:35 AM,Illegal Parking,BROOKLYN,Closed
12/28/2015 10:53:38 AM,Illegal Parking,BROOKLYN,Closed
12/28/2015 10:52:58 AM,Illegal Parking,BROOKLYN,Closed
12/28/2015 10:52:47 AM,Noise - Street/Sidewalk,BROOKLYN,Closed
12/28/2015 10:52:40 AM,Illegal Parking,BROOKLYN,Closed
12/28/2015 10:51:49 AM,Illegal Parking,BROOKLYN,Closed
12/28/2015 10:49:35 AM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 10:47:41 AM,Blocked Driveway,BROOKLYN,Closed
12/28/2015 10:47:06 AM,Illegal Parking,MANHATTAN,Closed
12/28/2015 10:40:55 AM,Illegal Parking,BROOKLYN,Closed
12/28/2015 10:39:40 AM,Derelict Vehicle,BRONX,Closed
12/28/2015 10:37:40 AM,Blocked Driveway,QUEENS,Closed
12/28/2015 10:37:19 AM,Blocked Driveway,QUEENS,Closed
12/28/2015 10:36:14 AM,Animal Abuse,BROOKLYN,Closed
